id,track_id,video_id,title,channel_title,score,embeddable,chosen,fetched_at
278,2147,YL0kzYktqLY,"OK EG & Priori - Serpentine 3 [NAFF026]",Discogs,8.0,1,1,1771441855882
279,2148,RZeRYoty1n8,"OK EG & Priori - Serpentine 4 [NAFF026]",Discogs,8.0,1,1,1771441855883
280,2161,FSTm2u1DpwU,"AI Robot - Chicago Babussa",Discogs,8.0,1,1,1771441858061
281,2162,89TjpCOOQW8,"AI Robot - Desert Earth",Discogs,8.0,1,1,1771441858061
282,2163,1g8PUPiN2ro,"AI Robot - Dynamic",Discogs,8.0,1,1,1771441858061
283,2164,V3caRAItZDE,"AI Robot - Electric Love",Discogs,8.0,1,1,1771441858062
284,2157,KU8ywgJ4zFk,"La Batterie - Let There Be Drums (UK, 1983)",Discogs,8.0,1,1,1771441858966
285,2158,jntFrnlFuuI,"La Batterie - Let There Be Drums (Benedikt Frey Remix)",Discogs,10.0,1,1,1771441858966
286,2159,CtUv67Cw_ag,"Shogun (7 Inch)",Discogs,8.0,1,1,1771441858966
287,2160,FXgycuJYA5w,"La Batterie - Let There Be Drums (Max Abysmal's Spooky Remix)",Discogs,10.0,1,1,1771441858967
288,2151,d1hXuLF0xkg,"PREMIERE: Anatolian Weapons - Lost [People & Places]",Discogs,8.0,1,1,1771441859223
289,2152,t3Pq8ta0wG4,"PREMIERE: Anatolian Weapons - Cloud [People & Places]",Discogs,8.0,1,1,1771441859223
290,2165,gzLb62xWCmI,"The Eyes Of Goa - A1 - Syncrosonix (Part I)",Discogs,8.0,1,1,1771441860112
291,2166,4Kfsb0w5pTQ,"The Eyes Of Goa - A2 - Syncrosonix (Part II)",Discogs,8.0,1,1,1771441860112
292,2167,BUVq0KFjlVI,"The Eyes Of Goa - B1 - GoaGoa (Part I)",Discogs,8.0,1,1,1771441860112
293,2168,zBnOr5Rbl5E,"The Eyes Of Goa - B2 - GoaGoa (Part II)",Discogs,8.0,1,1,1771441860113
294,2169,H6xCTyGM78I,"Christopher Ledger - Initialization",Discogs,8.0,1,1,1771441862300
295,2170,7VC6n2VKAQk,"Lunar Empathy",Discogs,10.0,1,1,1771441862305
296,2171,XAeqxkyYqLA,"Christopher Ledger - A deeper Thought",Discogs,8.0,1,1,1771441862305
297,2172,in7cyGk_5aA,"Christopher Ledger - A Deeper Thought (C.K's 5AM Remix)",Discogs,8.0,1,1,1771441862306
298,2173,VjEYDUS2mRs,"Purplehands - Fading Paths",Discogs,8.0,1,1,1771441862443
299,2174,HBXOEyUxtco,"Purplehands - Polypodiopsida",Discogs,8.0,1,1,1771441862443
300,2175,-jhxGtD-Uws,"Purplehands - Sunvibe",Discogs,8.0,1,1,1771441862444
301,2177,xPZjS329WjY,"Purplehands - We Will Have To Leave",Discogs,8.0,1,1,1771441862492
302,2178,zuzJ5xQJ2n8,"[PREMIERE] When I'm Gone - Purplehands | High Priestess Recordings [2021]",Discogs,8.0,1,1,1771441862493
303,2179,Ysg1AGKK1CM,"Alec Falconer - Boaty Banger [AOD005]",Discogs,8.0,1,1,1771441864617
304,2180,R3RWmF4Kk-Q,"Alec Falconer - FFFF [AOD005]",Discogs,8.0,1,1,1771441864622
305,2181,Cg0AzobkR7A,"Alec Falconer - Heck Of A Neck [AOD005]",Discogs,8.0,1,1,1771441864623
306,2182,IjJRPpXM7zo,"Alec Falconer - Four [AOD005]",Discogs,8.0,1,1,1771441864624
307,2183,VtE7MF9wut0,"Alan Backdrop - Lán [HARMONY004]",Discogs,8.0,1,1,1771441864850
308,2184,37sAnIFbVCI,"Alan Backdrop - Dr_C [HARMONY004]",Discogs,8.0,1,1,1771441864853
309,2185,h2t590zlt3w,"Alan Backdrop - Delwa [HARMONY004]",Discogs,8.0,1,1,1771441864854
310,2186,wxlTJ9IEMCM,"Alan Backdrop - Dr_C (Feral Acid Jungle Remix) [HARMONY004]",Discogs,8.0,1,1,1771441864855
311,2187,eRXPML_EyW4,"Textasy - Acid Eater [C-KNOW-EVIL]",Discogs,8.0,1,1,1771441864921
312,2188,HhPqWsWpdZs,"Textasy - Burning Diesel",Discogs,8.0,1,1,1771441864921
313,2197,p-vJeQp9cWE,"Video Premiere: Xen - Bells",Discogs,8.0,1,1,1771441865393
314,2198,o9QhZbOA1zY,"XEN - All Of The Sun",Discogs,8.0,1,1,1771441865395
315,2199,QfRNs7Gptds,"XEN - Bells (Red Axes Remix)",Discogs,8.0,1,1,1771441865396
316,2200,sac0Hxp-Cmg,"XEN - All Of The Sun (Voodoo)",Discogs,8.0,1,1,1771441865397
317,2193,X8Hz5sOmbKk,"Unknown Artist -- Conscious",Discogs,8.0,1,1,1771441865632
318,2194,-TsZBl4YhJM,"Unknown Artist -- Lookfor",Discogs,8.0,1,1,1771441865634
319,2195,pPacgsiMC5g,"Unknown Artist -- Rebalance",Discogs,8.0,1,1,1771441865641
320,2196,kXn5GGMMEPc,"Unknown Artist -- This Control",Discogs,8.0,1,1,1771441865643
321,2189,gn59S_W6ZBE,"Big Zen - Big Trance",Discogs,8.0,1,1,1771441866141
322,2190,y7RDFXfl5Ng,Weo,Discogs,10.0,1,1,1771441866142
323,2191,xTO1kWa0iNM,"Tip Sonic",Discogs,10.0,1,1,1771441866142
324,2192,zl1p9KncyoA,Buddon,Discogs,5.0,1,1,1771441866142
325,2241,YRgmEmcAPrs,"Nick Glennie-Smith - End Roller Suite (A Sound Of Thunder) (2005)",Discogs,6.0,1,1,1771441870626
326,2205,TfgOjrzZXSc,"154 – Strike",Discogs,8.0,1,1,1771441870713
327,2242,wkGxNgyKW00,"Andu Simion - 003.1 [Atipic003]",Discogs,8.0,1,1,1771441871237
328,2243,zYEPw6KkCSI,"Andu Simion - 003 2 [atipic]",Discogs,8.0,1,1,1771441871238
329,2244,R5I7Ygyaj58,"Andu Simion - 003.3 [Atipic003]",Discogs,8.0,1,1,1771441871238
330,2245,5NeCJSGM580,"Andu Simion - 003.4 [Atipic003]",Discogs,8.0,1,1,1771441871239
331,2212,PXll6cajkj4,"Planet Love - New Era",Discogs,8.0,1,1,1771441871268
332,2213,EFZglnQeEVs,"Planet Love - Flowers (1990)",Discogs,8.0,1,1,1771441871268
333,2214,jBQv9enbWe0,"planet love # bird song",Discogs,8.0,1,1,1771441871269
334,2248,4ZxxGlg_54o,"Views - seq_microA",Discogs,8.0,1,1,1771441872329
335,2249,RsF9dtVRgFA,"Views - 2044",Discogs,8.0,1,1,1771441872329
336,2250,Vy9E31N-k50,"Views - Tribute To The Channel [DISCARDED-105]",Discogs,8.0,1,1,1771441872330
337,2251,VVQov2KNtnY,"Views - Last Rain",Discogs,8.0,1,1,1771441872331
338,2246,XkB9zUnCM3I,"Invisible Menders - The Genie (Animals on Psychedelics)",Discogs,8.0,1,1,1771441872393
339,2247,hMc5ZZJbosg,"Invisible Menders - Midnight Drive (Menders' Re-Stitch) (Animals on Psychedelics)",Discogs,8.0,1,1,1771441872393
340,2252,7gAVQQNqP_M,"PRÈMIÉRE: Rony & Suzy - Einstellung [Kalahari Oyster Cult]",Discogs,8.0,1,1,1771441873469
341,2253,hqdsAyn9qDg,"Puma & The Dolphin - Shampoo Smile",Discogs,8.0,1,1,1771441873470
342,2254,MJTCr9BSPHM,"Zatua - Camel Express",Discogs,8.0,1,1,1771441873470
343,2255,CPpB8aZ0_fk,"PREMIERE | Bear Bones, Lay Low - Jabrojo [Kalahari Oyster Cult] 2018",Discogs,8.0,1,1,1771441873471
344,2256,w0ObmXg-Ewc,"Khidja - Embarking Once More, Upon That Dark Voyage",Discogs,8.0,1,1,1771441873471
345,2258,R8x6btP1vhk,"PREMIERE: Velvet C - Cosmotropi [Kalahari Oyster Cult]",Discogs,8.0,1,1,1771441873529
346,2259,ZBl7UcX86Y8,"Konsistent - Healthy People In Space",Discogs,8.0,1,1,1771441873529
347,2261,fGoM5Ys4OeI,"[PREMIERE] Weird Dust - Ensoniq (OYSTER10)",Discogs,8.0,1,1,1771441873602
348,2262,-avvQ118xbI,"T-woc ‎– Top Sausage",Discogs,8.0,1,1,1771441873603
349,2263,OBmNj5muQh0,"Matthias - DTRT Dream During A Cold Winter",Discogs,8.0,1,1,1771441873634
350,2264,bIJtdMpT8jw,"Matthias - Time of Freedom",Discogs,8.0,1,1,1771441873635
351,2266,EaYU5KseQAk,"Matthias - False Gods Among Legends",Discogs,8.0,1,1,1771441873688
352,2267,mno6Pyz1LdU,"Ex-Terrestrial - Portal Vision (Kali)",Discogs,8.0,1,1,1771441874042
353,2268,NFnlEZsuyUs,"Ex-Terrestrial - Portal Vision (Plain)",Discogs,8.0,1,1,1771441874044
354,2269,-K4upfIhV0A,"Ex-Terrestrial - 2DS",Discogs,8.0,1,1,1771441874045
355,2270,EyAI10QjUss,"Ex-Terrestrial - Vanilight (Rezoned)",Discogs,8.0,1,1,1771441874045
356,2289,mY8B7rXHUVE,"System - Escape From Reality (Alternate Take)",Discogs,8.0,1,1,1771441876130
357,2286,7bfu9vNSneg,"Shjva - Northern Lights",Discogs,8.0,1,1,1771441876283
358,2287,T_isL2uRBBM,"Shjva - Traect (P&P002)",Discogs,8.0,1,1,1771441876284
359,2288,-2z5sMJXPv4,"Shjva - Betatron (P&P002)",Discogs,8.0,1,1,1771441876284
360,2293,03RRmlWY02k,"System - Your machine (Hydraulic mix) [CALYPSO005]",Discogs,8.0,1,1,1771441876324
361,2281,cxLVCfdmh1M,"Tamburà - Tikitaka (Highland Mix)",Discogs,8.0,1,1,1771441876514
362,2283,-xjKecKvevc,"Tamburà - Tikitaka (Tabla Mix)",Discogs,8.0,1,1,1771441876577
363,2284,z9wcCI9jjRE,"Tamburá - Tikitaka (Tornado Wallace Remix)",Discogs,8.0,1,1,1771441876578
364,2285,seFZ8u6yxgU,"Tambura - Tikitaka (Dazion Remix)",Discogs,8.0,1,1,1771441876580
365,2304,H6xCTyGM78I,"Christopher Ledger - Initialization",Discogs,8.0,1,1,1771441878166
366,2305,7VC6n2VKAQk,"Lunar Empathy",Discogs,10.0,1,1,1771441878167
367,2306,XLiqyOPpp0k,"Logical Form",Discogs,10.0,1,1,1771441878167
368,2307,XAeqxkyYqLA,"Christopher Ledger - A deeper Thought",Discogs,8.0,1,1,1771441878167
369,2308,in7cyGk_5aA,"Christopher Ledger - A Deeper Thought (C.K's 5AM Remix)",Discogs,8.0,1,1,1771441878168
370,2295,RJ7aw-JSsAA,"Francesco Carvetta - Larch (Acid Mix) [LWS002]",Discogs,8.0,1,1,1771441878249
371,2311,5VrH-8y2uOg,"Juaan -- Opcion1",Discogs,8.0,1,1,1771441878763
372,2312,9blLhPFkdYg,"Juaan -- El Primer Dia Del Resto de mi Vida",Discogs,8.0,1,1,1771441878763
373,2313,SH0MGj0DeUw,"Juaan -- Art de Aft",Discogs,8.0,1,1,1771441878763
374,2314,Q4-SjnpG36A,"Juaan -- A.S",Discogs,8.0,1,1,1771441878764
375,2315,Rqwl53gyEWE,"Juaan -- Mai Miand",Discogs,8.0,1,1,1771441878764
376,2300,qLdAILnf3hM,"Excelsior Ruth - Dream Of Night (166BPM)",Discogs,8.0,1,1,1771441878855
377,2301,T_cCzsPHef4,"[PREMIERE] Dream of Night (Drinkwater's Mix) - Excelsior Ruth | High Priestess Recordings [2024]",Discogs,10.0,1,1,1771441878855
378,2302,Vp7EysbWNjI,"Excelsior Ruth - Dream Of You",Discogs,8.0,1,1,1771441878856
379,2303,oKNGtibtPmg,"[PREMIERE] Sleepy Hollow - Excelsior Ruth | High Priestess Recordings [2024]",Discogs,8.0,1,1,1771441878856
380,2309,0vnjJ6iTBSA,"Maelstrom - Spasm [EVIL002]",Discogs,8.0,1,1,1771441879993
381,2310,YvC8MtX5wSA,"Maelstrom - Turbulence [EVIL002]",Discogs,8.0,1,1,1771441879994
382,2316,q5RAPR2GQAA,"Align Align",Discogs,10.0,1,1,1771441880706
383,2317,FRGCzvTLStQ,"Align Align (Alfred Czital Remix)",Discogs,10.0,1,1,1771441880711
384,2318,7FD4TrO8iEw,"Warm Blue",Discogs,10.0,1,1,1771441880718
385,2319,U4vSTQviq3I,DHDD,Discogs,10.0,1,1,1771441880720
386,2320,UZoz6Rx3oxM,"Roza Terenzi & DJ Zozi - World Off",Discogs,8.0,1,1,1771441881054
387,2321,QWoHxgxftyU,"Roza Terenzi & DJ Zozi - Half Moon Bay",Discogs,8.0,1,1,1771441881056
388,2322,foLymdGX1co,"Roza Terenzi & DJ Zozi - Strobe Fountain",Discogs,8.0,1,1,1771441881056
389,2323,iIxm3Pj7BXo,"Roza Terenzi & DJ Zozi - G Step",Discogs,8.0,1,1,1771441881056
390,2324,7yAGWfFHFNU,"Khidja - Racheta El Fadaa",Discogs,8.0,1,1,1771441882475
391,2325,Y2tFCOkJ9kc,"Khidja - Drums Of Taksim",Discogs,6.0,1,1,1771441882476
392,2326,hygbp_bsCHI,"Khidja - Monkey Tiger",Discogs,8.0,1,1,1771441882476
393,2327,F8fgqUlSivE,"Khidja - Drums Of Taksim (Baris K & Mehmet Aslan Remix)",Discogs,8.0,1,1,1771441882477
394,2336,w6T0V5zywOI,"Kurilo-Break A Leg",Discogs,8.0,1,1,1771441883131
395,2337,afBu_CyJ-0g,C.ru.z-Wrong,Discogs,8.0,1,1,1771441883132
396,2338,F3iecDMWwEQ,"Jeku ─ Phase Lock [COLLAB02]",Discogs,8.0,1,1,1771441883133
397,2339,0AzqgwimZAw,"JJ Fortune ─ The Nightmare [COLLAB02]",Discogs,8.0,1,1,1771441883133
398,2357,PXll6cajkj4,"Planet Love - New Era",Discogs,8.0,1,1,1771441887206
399,2358,EFZglnQeEVs,"Planet Love - Flowers (1990)",Discogs,8.0,1,1,1771441887207
400,2359,jBQv9enbWe0,"planet love # bird song",Discogs,8.0,1,1,1771441887208
401,2364,TfgOjrzZXSc,"154 – Strike",Discogs,8.0,1,1,1771441893840
402,2366,Niz4WB-Orzk,"Red Shift-  3rd Moon",Discogs,8.0,1,1,1771441895915
403,2367,I3il7zRF9QQ,"Red Shift╭ ╯Audity",Discogs,8.0,1,1,1771441895916
404,2368,d8V7-g8LVo0,"Red Shift - Himalayas",Discogs,8.0,1,1,1771441895916
405,2369,jDTDKyuHP2A,"Ether - Detonator",Discogs,8.0,1,1,1771441895916
406,2370,wKzp1L-nHMg,"Escape Artist - Rain Eternal",Discogs,8.0,1,1,1771441895917
407,2371,NxQgi9q8yo8,"Constants of Nature - Slow Symmetry Breaking",Discogs,8.0,1,1,1771441895917
408,2372,Tl6x6MC-wk0,"Matthias aka Crew:1 - Human Computer Interaction",Discogs,8.0,1,1,1771441896039
409,2374,CY4vqO00pgw,"Matthias aka Crew:1 - Black Identity Recognition",Discogs,4.0,1,1,1771441896442
410,2375,DUuLUy0ZEvk,"Matthias aka Crew:1 - Witness From The Last Resistance",Discogs,8.0,1,1,1771441896443
411,2376,3QbyQRj3NJA,"Matthias aka Crew:1 - Micro Trade",Discogs,8.0,1,1,1771441896443
412,2377,i2XRpZtcbpI,"Matthias aka Crew:1 - Alter Nexus",Discogs,8.0,1,1,1771441896443
413,2378,6YQXOwbo0OQ,"Matthias - Ultimate Mind Hacking [Hyper Destiny]",Discogs,8.0,1,1,1771441896444
414,2379,cDoNr1sl154,"Matthias aka Crew:1 - Neural Network",Discogs,8.0,1,1,1771441896444
415,2387,1jd7D973EYA,"Alexis Cabrera - 006.1 [Atipic006]",Discogs,8.0,1,1,1771443516809
416,2388,CMRrs9Lh3P0,"Alexis Cabrera - 006.2 [Atipic006]",Discogs,8.0,1,1,1771443516811
417,2389,PnSLml2cpLM,"Alexis Cabrera - 006.3 [Atipic006]",Discogs,8.0,1,1,1771443516812
418,2392,VZEY5XB6gdU,"Adrian Niculae - 001.1  [Atipic 001]",Discogs,8.0,1,1,1771443519603
419,2393,fikfM2c41uY,"Adrian Niculae - 001.2  [Atipic 001]",Discogs,8.0,1,1,1771443519605
420,2397,UEaf3rGvpjQ,"VincentIulian - 002.1",Discogs,8.0,1,1,1771444080143
421,2398,iWbpM4VFzdU,"VincentIulian - 002.2",Discogs,8.0,1,1,1771444080144
422,2399,kkvSyXgHXsc,"VincentIulian - 002.3",Discogs,8.0,1,1,1771444080145
423,2407,uOlxk2S-Mns,"Miro SundayMusiq - ""This is not butter, Carolin"" (Animals on Psychedelics)",Discogs,10.0,1,1,1771444085035
424,2408,PRvy4fupg6A,"Miro SundayMusiq - Creamy Dreams (Animals on Psychedelics)",Discogs,8.0,1,1,1771444085035
425,2409,hunXYjfwyuw,"Jorge Savoretti - 004.1 [atipic004]",Discogs,8.0,1,1,1771444087183
426,2410,iqxjPDbr0wA,"Jorge Savoretti - 004.2 [atipic004]",Discogs,8.0,1,1,1771444087184
427,2411,kzisitvKKs4,"Jorge Savoretti - 004.3 [atipic004]",Discogs,8.0,1,1,1771444087184
428,2420,uOlxk2S-Mns,"Miro SundayMusiq - ""This is not butter, Carolin"" (Animals on Psychedelics)",Discogs,10.0,1,1,1771444119894
429,2421,PRvy4fupg6A,"Miro SundayMusiq - Creamy Dreams (Animals on Psychedelics)",Discogs,8.0,1,1,1771444119895
430,2417,ZEU6Hbdv6WY,"Vlad Arapasu - 005.1 [Atipic005]",Discogs,8.0,1,1,1771444120003
431,2418,wA5nbxxPzIE,"Vlad Arapasu - 005.2 [Atipic005]",Discogs,8.0,1,1,1771444120005
432,2419,kKHKX3lXUAw,"Vlad Arapasu - 005.3 [Atipic005]",Discogs,8.0,1,1,1771444120006
436,2427,X8eXtimMqsg,"Memphis - Mutual (Animals on Psychedelics)",Discogs,8.0,1,1,1771444123631
437,2428,pcCFG4b5Fjg,"Memphis - Mūsh-té-lā-ké (Animals on Psychedelics)",Discogs,8.0,1,1,1771444123632
438,2429,_fW51LUHvdU,"Memphis - More Colour (Animals on Psychedelics)",Discogs,8.0,1,1,1771444123632
442,2435,X8eXtimMqsg,"Memphis - Mutual (Animals on Psychedelics)",Discogs,8.0,1,1,1771444126930
443,2436,pcCFG4b5Fjg,"Memphis - Mūsh-té-lā-ké (Animals on Psychedelics)",Discogs,8.0,1,1,1771444126931
444,2437,_fW51LUHvdU,"Memphis - More Colour (Animals on Psychedelics)",Discogs,8.0,1,1,1771444126931
445,2430,0N6KM2fcVmM,"Romar - 007.1 [ATIPIC007]",Discogs,8.0,1,1,1771444127021
446,2431,dpUV_AWpKtk,"Romar - 007.2 [ATIPIC007]",Discogs,8.0,1,1,1771444127021
447,2445,NbZNYYsHldg,"Jorge Savoretti - 009.1 (ATIPIC009)",Discogs,8.0,1,1,1771444130719
448,2446,JuSXgkgGSWg,"Jorge Savoretti - 009.2 (ATIPIC009)",Discogs,8.0,1,1,1771444130721
449,2447,Fy0lyPOkFuE,"Jorge Savoretti - 009.3 (ATIPIC009)",Discogs,8.0,1,1,1771444130721
450,2448,Gp_cgv3Z0KA,"Jorge Savoretti - 009.4 (ATIPIC009)",Discogs,8.0,1,1,1771444130722
451,2449,qdc08VbzrgI,"Vladimir Gnatenko – Bakeneko [Animals On Psychedelics]",Discogs,8.0,1,1,1771444130747
